,level_0,index,Unnamed: 0,author_name,author_url,language,profile_photo_url,rating,relative_time_description,text,time,sentiment
146,155,1,1,Mindy O'Lear,https://www.google.com/maps/contrib/109856012827387240206/reviews,en,https://lh3.googleusercontent.com/a/AATXAJzdr2noNTIO934EgkU93YBWdHBJEDviknFkhlrY=s128-c0x00000000-cc-rp-mo,5,5 months ago,"My husband and I came in 20 minutes before closing and we still got INCREDIBLE service, fresh food, and were so welcomed by the staff. You don’t always get that at the end of the day! The food was amazing- we especially loved the garlic knots with the marinara sauce and fresh made ranch dressing. We did pizza by the slice because it was nice to try different things and my favorite was the Gabriella (I think it was called?) -sausage, meatballs, with fresh basil on olive oil base. Amazing. Can’t wait to go back soon!",1623902126,Good
147,156,2,2,Joel S.,https://www.google.com/maps/contrib/107227971286534837564/reviews,en,https://lh3.googleusercontent.com/a/AATXAJy1rZ3okU47_1Dz5HCTswSdOd4qUIVs1GONmxvV=s128-c0x00000000-cc-rp-mo,5,a month ago,"Just tried it for the first time today.
Tasty pizza and garlic knots.
If you like thin style crusts you will like this pizza shop.  Give it a try.",1634252669,Good
148,157,3,3,Trenton Thomas,https://www.google.com/maps/contrib/117833540483042433448/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gho1cUkf89H-0ZqhcsRfC1YaeGpeL_4jxkF59YliCQ=s128-c0x00000000-cc-rp-mo-ba5,5,3 months ago,I always a wonderful experience here. The pizza is thinner crust but not burnt. Prices are fair and everyone is super chill.,1629816258,Good
149,158,4,4,Jonathan Snell (ForWhyWhatSayYouSir),https://www.google.com/maps/contrib/115660008315839068396/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiVG0nJ7xFINc4ZS1apmn6bIIPrnwk9O5piNsxYQ8U=s128-c0x00000000-cc-rp-mo-ba5,4,3 months ago,"Always great finding a place that serves pizza by the slice! Garlic knots were decent, pizza got ate, service was the star. Two young gents got us exactly what we needed and sent us on our way.",1628572451,Good
150,159,0,0,Timothy Michael Ufferman,https://www.google.com/maps/contrib/111054335015393750784/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhHGUg_3jiNtKieJ8c2r80--HmAgGGjLV-tlyuemw=s128-c0x00000000-cc-rp-mo,2,a month ago,"Very slow service and wasn't that busy. 1.5 hours for dinner and not by choice. Staff was nice but didn't always seem attentive to our needs- refills, ordering, etc. Portions small compared to price. Quality of food seemed fair/good.",1634487766,Bad
151,160,1,1,Dan Q,https://www.google.com/maps/contrib/110271971957163430124/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxPGCpC2CAzFH51AODrALFu6HynEtsdvjrH4D-n=s128-c0x00000000-cc-rp-mo-ba3,3,4 months ago,"Walked in, got seated, they were low on staff so we understood might be a bit. 35 minutes later we don't even have drinks. Half full at most. Looked like a decent spot just didn't even get a chance to enjoy it. Decided we should try elsewhere and just left. Thanks for letting us read the menu though that was nice.",1628286778,Bad
152,161,2,2,Aubrey Dye,https://www.google.com/maps/contrib/109269044095627926376/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxkKvNR9ar8mFmJXF9DWl94R-NoDWqpAAEuDupo=s128-c0x00000000-cc-rp-mo-ba3,2,5 months ago,"I was pretty disappointed. While the server was fine and quite nice, most other things fell flat for me. For starters, the service was incredibly slow. It took 15 minutes to get waters, and another hour to even get our food. Then when we did get our food it wasn't hot. I would say that it was warm, but had definitely been sitting for a long while and had cooled down. The quality of the food was fine, but the overall experience was not worth what I paid for the meal.",1624376222,Bad
153,162,3,3,Dave Hall,https://www.google.com/maps/contrib/111662653959488744157/reviews,en,https://lh3.googleusercontent.com/a/AATXAJz6wY8RwWcUO42YoyxWNa198TvvEhEGVLU30hhk=s128-c0x00000000-cc-rp-mo,1,2 months ago,Sushi chefs are way to slow. They should just focus on take out instead of having customers dine in. The customers were looking at each other to see if anyone was getting there orders. 3 tables open in the restaurant people at the bar that's it. The sushi was not cold to serve meaning too long to fabricate the fish. Smh. The soup was cold a health code violation as well. You need new staff. Horrible,1632867591,Bad
154,163,4,4,Debra Norstebon,https://www.google.com/maps/contrib/112346871005766880476/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhDNwwRDwccdB2CzoegHXapnB1ZUdfs5g2Y0Xjd3N8=s128-c0x00000000-cc-rp-mo-ba3,2,2 months ago,Poor service! Wait time was almost 2hours then didn't even get the order they said was being prepared. Turns out the employees canceled said order without saying a word and let me stand around at front doors for ever I even left and went back and still said was being prepared.  Had to find out thru customer what they did.... BAD SERVICE!!!,1632716208,Bad
155,164,0,0,Trenton Thomas,https://www.google.com/maps/contrib/117833540483042433448/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gho1cUkf89H-0ZqhcsRfC1YaeGpeL_4jxkF59YliCQ=s128-c0x00000000-cc-rp-mo-ba5,2,4 months ago,It's a fun place with nice staff and good food and drinks. However everytime I come here I end up staying way longer than expected because the waiters or bartenders or whoever forget us or are too busy. Usually 30+ minutes to get a check or food after ordering. The management need to staff more so the servers and cooks and bartenders don't get swamped and can provide good service.,1625897170,Bad
156,165,1,1,Analicia Schrader,https://www.google.com/maps/contrib/103282929885866710300/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhzaEJIAQAmoAtZ2J9rx9hHK16QHOe3yORfB0HEZA=s128-c0x00000000-cc-rp-mo-ba3,4,a month ago,"4 stars for potential. The food here was really really delicious. We started with the shrimp Mac n Cheese because we all wanted to try it.. SO good. We also had the fish and chips, cottage pie and the Jameson burger. Everything was so tasty and full of flavor. We subbed the chips for French fries on the fish and chips and for some reason that entree was cold when all of the food came out. The place could use a deep clean too. Drink menus that stay at the tables clearly don’t get wiped down. Paper menus that get passed out by servers look water logged. Time for a refresh. I also ordered a glass of Prosecco that came in a dirty glass which was replaced and taken off of the bill. Much appreciated. The service was decent all around. Will definitely be back!",1635763726,Good
157,166,2,2,Justin T,https://www.google.com/maps/contrib/113673383110978176610/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Ggp5S7msCSDJsMF1ImVArGd5mtUhq6PDkdxYQkpCg=s128-c0x00000000-cc-rp-mo,5,2 months ago,"Best Irish style pub in town! Me and my roommate love the drinks and the food, and they always have amazing music. Ryann and Beau are just two amazing servers a part of a super friendly staff! Would definitely recommend if you’re looking for a place to have a good time, and good food!",1633494525,Good
158,167,3,3,Clay Creek,https://www.google.com/maps/contrib/107272377561651846023/reviews,en,https://lh3.googleusercontent.com/a/AATXAJzFUe7EpgpxsBuAxG2RWSZeNUaO-aiDvnG0V36Z=s128-c0x00000000-cc-rp-mo,5,a month ago,It was the first time that we ate here. The bangers and mash was excellent. My wife had the cottage pie. It was great too. We will come back. Highly recommend this place.,1634395890,Good
159,168,4,4,Dianna,https://www.google.com/maps/contrib/107247170661107507722/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhsSAOni4q2Pnk9NXxcmFxXXus4nkS6bnzbdNhvabI=s128-c0x00000000-cc-rp-mo-ba4,5,7 months ago,"My family and I went to the Thomas Meagher Bar this past Friday 4/9/21. It was very busy —which is always a good sign for great food. First off, our server was Hannah, and let me tell you just how awesome she was. This place was so busy, with people at every spot and she handled it like a champ. She was such a pro. You would have thought she only had one table by how attentive she was with us. She was super friendly and quick to refill drinks before they were even close to being empty and to help with anything else we needed. She's great!!

Now the food. We had nachos with potato chips and they were really good. It was a nice twist on original nachos—they give you options, too which I really liked. We also ordered the fish and chips, cottage pie and a pick-your-protein kinda of deal with blackened cod. Everything was yummy and it all came out really quick, which was surprising for the amount of people there last night. The music was a bit loud, but I just got off work and wanted to unwind, SO... give me a margarita and turn it up!! I loved it!! Go to Thomas Meagher and ask for Hannah. She'll take perfect care of you. Thank you and we'll be back soon.",1618097177,Good
160,169,0,0,Scott Gebhardt,https://www.google.com/maps/contrib/115881013121689346624/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwnXG8g_tPjU1eLnDabUHMA0slONidlyEjUtgoz=s128-c0x00000000-cc-rp-mo,1,a month ago,"I visited this store looking for a gift for my niece. The sole employee working there - a college aged male - completely ignored me. At no point did he offer to assist me, or even acknowledge my presence. He sat perched behind the cash register never once looking up from his phone. The other two customers in the store experienced the same lack of service. I honestly don't know how some of these downtown businesses survive. Between the overpriced merchandise and the poor customer service, I'd think the high cost of rent would drive them out of business. I'll definitely be taking my business elsewhere.",1635023507,Bad
161,170,1,1,Anonymous,https://www.google.com/maps/contrib/110315753742730884459/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxdFgdfShbU2XkM7kOmE7sz9AEVZ-ciscu63S-L=s128-c0x00000000-cc-rp-mo-ba3,5,7 months ago,"I’ve stopped in here a few times and have yet to buy anything (lack of children presently to buy toys for) just to check it out. The employees were friendly and the selection of toys were unique. I also remember the pricing being more affordable than a lot of local toy shops I’ve frequented.

I’m giving five stars for that experience and because of special snowflakes who felt the need to bring this business down over local ordinance. Get over yourselves.",1619211882,Good
162,171,2,2,Beth R,https://www.google.com/maps/contrib/101510914985687741509/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjbhUev3a6TyMstOvk6Ve25XV0kG6phrz-sdiZnX8o=s128-c0x00000000-cc-rp-mo-ba4,4,4 months ago,"This place is really fun to visit and had very cool toys. It's expensive, probably partially because of the location, but the worker is nice and the inventory is unique. I like to visit here.",1626617664,Good
163,172,3,3,Lance Fisher,https://www.google.com/maps/contrib/101808161124223758657/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjAKVCGgm-tXatfAkai6sqndZ1x-DOKFkZ4ud4p_w=s128-c0x00000000-cc-rp-mo,5,2 months ago,Great local toy store with a curated collection of smart toys and games for many ages.,1631994797,Good
164,173,4,4,Camel Fitterer,https://www.google.com/maps/contrib/112531468536997168053/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgorksDkkowv0T4xCxi8WExjR9paFvi-41rnpMOpg=s128-c0x00000000-cc-rp-mo,5,8 months ago,Best place to stop at if you're downtown with the kids,1615504393,Good
165,174,0,0,Joshua Boyd,https://www.google.com/maps/contrib/106507970738140343050/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgtFxY2o8ZLcc2EcAv_6Z6IeaANsgK9f__XGdTW4p4=s128-c0x00000000-cc-rp-mo-ba4,5,a month ago,I'm rating this place 5 stars. Aesthetically the place was really pleasing.  The crew greeted us uoon entry.  Felt welcomed even though we showed up 10 minutes before closing.  The flavors are great.  The price was right. Loved the experience.,1635498892,Good
166,175,1,1,Ginger Vogan,https://www.google.com/maps/contrib/103490850017091954468/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhZe0Guhn_Y2QYkWzBKenzi600oRjWXEemZCmyDuw=s128-c0x00000000-cc-rp-mo,5,a month ago,"Love pie hole!  The music,  the atmosphere the pizza.  Never thought about potato on a pie before but they mastered this.  In the years of Eating this only once the potatoes weren't cooked enough thru. So much yum. Open late like nowhere else. This place is a winner! Thanks p-hole for being yourself!",1635843735,Good
167,176,2,2,Karin Kucera,https://www.google.com/maps/contrib/113486077613868259443/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyoqCYx5scprYEd-TIyKbbCgoRFyyZ0rm_gl8mH=s128-c0x00000000-cc-rp-mo,5,a month ago,Delicious. We had at least one of every slice they had available. In addition to great pizza this place has a great vibe playing techno music. Our group ages ranged from 13-53 and we all enjoyed the atmosphere.,1635377290,Good
168,177,3,3,calvin brannon,https://www.google.com/maps/contrib/114201593768098555973/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhGje-gPYMhqsGpAdBYOelkNaMZgf9zzSN1yyyQ=s128-c0x00000000-cc-rp-mo,5,2 months ago,"First I’d like to start with “wow”. What, a good, pizza!!

Full disclosure, We ordered from here because no one else was open, but I wish we had started here.
We had the Green Goddess and added Pepperoni and jalapeño.
Their spicy ranch and regular ranch are worth fist fighting over. All very good, wish they had a location close to where we live!!",1633325951,Good
169,178,4,4,Benjamin Swanson,https://www.google.com/maps/contrib/112724248063624674050/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhaKRFhzH6NzaRPrPw7zBbYUDYXJeNV0_bVOOa15A=s128-c0x00000000-cc-rp-mo-ba4,5,3 months ago,"Super chill pizza place, open late which is great for going after work. The staff is incredible, talked to one person for almost 30 minutes without even realizing. Pizza is good too, and they have some really unique combinations. Topping selection is good too. Highly recommend adding honey to your pizza!",1629489557,Good
170,179,0,0,Mike Barts,https://www.google.com/maps/contrib/112207956142085744424/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Ggm7ccnepI_84bde9scH4rZjVb0N0MosTzqGZOo=s128-c0x00000000-cc-rp-mo-ba3,5,a week ago,"Excellent in all respects. This place certainly deserves all the love it receives. Warm casual dining room, smiling friendly and prompt professional service. Excellent food and decidedly fresh and tasty to shelf ingredients. Very fair prices. These folks care about quality, this is evident and they do succeed in delivering such. Kid friendly.",1638153297,Good
171,180,1,1,Kelly McLysaght,https://www.google.com/maps/contrib/111881558381374920765/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjJ29hXA5tift9ilNAQqX-cuveXxO9elv63-x1Hv8M=s128-c0x00000000-cc-rp-mo-ba4,5,2 weeks ago,"Awesome gluten free pizza!! I got half cheese and half pesto, and both were amazing! Plus super friendly service, and our food came out pretty quickly, even on a Friday night. I'll definitely be back!",1637373753,Good
172,181,2,2,Eric Kapalka,https://www.google.com/maps/contrib/109280224393976145401/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiOTdJSzbNDPIdtP5E9L4aDqNq6NM3OiJx3CYg-qQ=s128-c0x00000000-cc-rp-mo,4,a month ago,"This place is wonderful!  My SO and I love their sweet and savory pizzas — prosciutto  & fig and the Flathead cherry one are absolutely wonderful.  The crust is very thin but very bubbly to make up for it.  Unlike most pizzas, this crust is not that good cold.  It becomes very hard and leathery.  This probably only matters to someone that buys too much with the intention to have it cold — we usually have no leftovers.

This last time was less than perfect — the Flathead cherry pizza had a ton of mushrooms on it for some reason, which was a very odd combination and not a change mentioned in the menu.  Both of the pizzas we bought had the toppings stop well before the edge of the pizza, making it like we had a 10” pizza on a 16” piece of dough (or whatever the sizes are).  I was honestly a little disappointed as we only get the opportunity to come here about once a year, but we still adore this place.

Our delivery driver was awesome!  We’ll be back in (a bit more than) a year and I’ll amend this review",1634572472,Good
